course,question_number,ref,image,source,question
060 Navigation,29,061 02 02 00,images_all/060_Q_029.jpg,060_Navigation_fragor_och_svar.txt,Varför ska magnetiska föremål hållas borta från kompassen?
060 Navigation,30,061 03 01 01,images_all/060_Q_030.jpg,060_Navigation_fragor_och_svar.txt,Vad kännetecknar Mercators projektion?
060 Navigation,31,061 03 01 02,images_all/060_Q_031.jpg,060_Navigation_fragor_och_svar.txt,Vad kännetecknar Lamberts projektion?
060 Navigation,32,061 03 02 01,images_all/060_Q_032.jpg,060_Navigation_fragor_och_svar.txt,Hur visas loxodromer på en Mercatorkarta?
060 Navigation,33,061 03 02 02,images_all/060_Q_033.jpg,060_Navigation_fragor_och_svar.txt,Vilken egenskap har storcirklar på en Lambertkarta för svenska flygavstånd?
060 Navigation,34,061 03 03 00,images_all/060_Q_034.jpg,060_Navigation_fragor_och_svar.txt,Vad avgör om en karta är lämplig för en viss VFR-flygning?
060 Navigation,35,061 03 03 01,images_all/060_Q_035.jpg,060_Navigation_fragor_och_svar.txt,Hur anges en position normalt i latitud och longitud?
060 Navigation,36,061 03 03 02,images_all/060_Q_036.jpg,060_Navigation_fragor_och_svar.txt,Vad betyder skalan 1:500 000?
060 Navigation,37,061 03 03 02,images_all/060_Q_037.jpg,060_Navigation_fragor_och_svar.txt,Vad visar höjdkurvor på en karta?
060 Navigation,38,061 03 03 03,images_all/060_Q_038.jpg,060_Navigation_fragor_och_svar.txt,Varför måste piloten kunna kartsymboler och VAC-symboler?
060 Navigation,39,061 03 03 04,images_all/060_Q_039.jpg,060_Navigation_fragor_och_svar.txt,Vad används en transportör till på karta?
060 Navigation,40,061 03 03 05,images_all/060_Q_040.jpg,060_Navigation_fragor_och_svar.txt,Vad innebär det att plotta en kurs på en Lambertkarta?
060 Navigation,41,061 04 01 01,images_all/060_Q_041.jpg,060_Navigation_fragor_och_svar.txt,Hur tar man ut en track mellan brytpunkter?
060 Navigation,42,061 04 01 01,images_all/060_Q_042.jpg,060_Navigation_fragor_och_svar.txt,"Hur räknas position med track, fart och tid?"
060 Navigation,43,061 04 01 02,images_all/060_Q_043.jpg,060_Navigation_fragor_och_svar.txt,Varför korrigeras heading för vind?
060 Navigation,44,061 04 01 03,images_all/060_Q_044.jpg,060_Navigation_fragor_och_svar.txt,Hur påverkar motvind groundspeed?
060 Navigation,45,061 04 01 04,images_all/060_Q_045.jpg,060_Navigation_fragor_och_svar.txt,Vad är TAS?
060 Navigation,46,061 04 01 04,images_all/060_Q_046.jpg,060_Navigation_fragor_och_svar.txt,Vad är GS?
060 Navigation,47,061 04 01 05,images_all/060_Q_047.jpg,060_Navigation_fragor_och_svar.txt,Vad är groundspeed?
060 Navigation,48,061 04 01 06,images_all/060_Q_048.jpg,060_Navigation_fragor_och_svar.txt,Hur beräknas ETA?
060 Navigation,49,061 04 01 07,images_all/060_Q_049.jpg,060_Navigation_fragor_och_svar.txt,Vad används 1 på 60-regeln till?
060 Navigation,50,061 04 01 08,images_all/060_Q_050.jpg,060_Navigation_fragor_och_svar.txt,Vad krävs för att uppskatta nuvarande position med DR?
060 Navigation,51,061 04 02 01,images_all/060_Q_051.jpg,060_Navigation_fragor_och_svar.txt,Vad kan en navräknare användas till i vindtriangeln?
060 Navigation,52,061 04 02 02,images_all/060_Q_052.jpg,060_Navigation_fragor_och_svar.txt,"Hur omvandlas 0,75 timmar till minuter?"
060 Navigation,53,061 04 02 03,images_all/060_Q_053.jpg,060_Navigation_fragor_och_svar.txt,Vad är ungefär 100 km i nautiska mil?
060 Navigation,54,061 04 02 04,images_all/060_Q_054.jpg,060_Navigation_fragor_och_svar.txt,Hur beräknas bränslebehov?
060 Navigation,55,061 04 02 05,images_all/060_Q_055.jpg,060_Navigation_fragor_och_svar.txt,Vilken omvandling är korrekt för bränslevolym?
060 Navigation,56,061 04 02 06,images_all/060_Q_056.jpg,060_Navigation_fragor_och_svar.txt,Varför kan TAS vara högre än CAS på höjd?
060 Navigation,57,061 04 02 07,images_all/060_Q_057.jpg,060_Navigation_fragor_och_svar.txt,"Vad kan beräknas om TAS, GS, TH och TT är kända?"
060 Navigation,58,061 04 02 08,images_all/060_Q_058.jpg,060_Navigation_fragor_och_svar.txt,Varför korrigeras true altitude för temperatur?
060 Navigation,59,061 04 03 00,images_all/060_Q_059.jpg,060_Navigation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om vindtriangeln?
060 Navigation,60,061 04 05 01,images_all/060_Q_060.jpg,060_Navigation_fragor_och_svar.txt,"Vilken formel används för tid, distans och hastighet?"
060 Navigation,61,061 05 01 00,images_all/060_Q_061.jpg,060_Navigation_fragor_och_svar.txt,Hur kan position bestämmas visuellt under flygning?
060 Navigation,62,061 05 03 01,images_all/060_Q_062.jpg,060_Navigation_fragor_och_svar.txt,Hur kan groundspeed revideras under flygning?
060 Navigation,63,061 05 03 02,images_all/060_Q_063.jpg,060_Navigation_fragor_och_svar.txt,Vad är lämpligt om man flugit vilse?
060 Navigation,64,061 05 03 03,images_all/060_Q_064.jpg,060_Navigation_fragor_och_svar.txt,Hur märks vindens påverkan under navigering?
060 Navigation,65,061 05 03 04,images_all/060_Q_065.jpg,060_Navigation_fragor_och_svar.txt,Vad måste beaktas när ETA revideras?
060 Navigation,66,061 05 04 00,images_all/060_Q_066.jpg,060_Navigation_fragor_och_svar.txt,Vad förs normalt in i en driftfärdplan?
060 Navigation,67,062 01 02 01,images_all/060_Q_067.jpg,060_Navigation_fragor_och_svar.txt,Vilket påstående om antenner för radionavigation är korrekt?
060 Navigation,68,062 01 03 04,images_all/060_Q_068.jpg,060_Navigation_fragor_och_svar.txt,Hur hänger frekvens och våglängd ihop?
060 Navigation,69,062 02 01 01,images_all/060_Q_069.jpg,060_Navigation_fragor_och_svar.txt,Vad gör en radiopejl?
060 Navigation,70,062 02 01 02,images_all/060_Q_070.jpg,060_Navigation_fragor_och_svar.txt,Vad betyder QDM?
060 Navigation,71,062 02 01 02,images_all/060_Q_071.jpg,060_Navigation_fragor_och_svar.txt,Vad betyder QDR?
060 Navigation,72,062 02 01 03,images_all/060_Q_072.jpg,060_Navigation_fragor_och_svar.txt,Vad begränsar ofta räckvidden för VHF-baserad radiopejl?
060 Navigation,73,062 02 01 04,images_all/060_Q_073.jpg,060_Navigation_fragor_och_svar.txt,Vad kan påverka noggrannheten hos en radiopejl?
060 Navigation,74,062 02 01 05,images_all/060_Q_074.jpg,060_Navigation_fragor_och_svar.txt,Vilken faktor kan försämra radiopejlens räckvidd eller noggrannhet?
060 Navigation,75,062 02 02 01,images_all/060_Q_075.jpg,060_Navigation_fragor_och_svar.txt,Vad är NDB/ADF-systemets princip?
060 Navigation,76,062 02 02 02,images_all/060_Q_076.jpg,060_Navigation_fragor_och_svar.txt,Vad är homing med ADF?
060 Navigation,77,062 02 02 03,images_all/060_Q_077.jpg,060_Navigation_fragor_och_svar.txt,Vad påverkar NDB/ADF-räckvidden?
060 Navigation,78,062 02 02 04,images_all/060_Q_078.jpg,060_Navigation_fragor_och_svar.txt,Vilket påstående om NDB/ADF-noggrannhet är korrekt?
060 Navigation,79,062 02 02 05,images_all/060_Q_079.jpg,060_Navigation_fragor_och_svar.txt,Vilken är en typisk felkälla för ADF?
060 Navigation,80,062 02 03 01,images_all/060_Q_080.jpg,060_Navigation_fragor_och_svar.txt,Vad är en VOR-radial?
060 Navigation,81,062 02 03 01,images_all/060_Q_081.jpg,060_Navigation_fragor_och_svar.txt,Vad gör OBS på en VOR-indikator?
060 Navigation,82,062 02 03 02,images_all/060_Q_082.jpg,060_Navigation_fragor_och_svar.txt,Vad visar en CDI i ett VOR-instrument?
060 Navigation,83,062 02 03 03,images_all/060_Q_083.jpg,060_Navigation_fragor_och_svar.txt,Vad är huvudsaklig begränsning för VOR-räckvidd?
060 Navigation,84,062 02 03 04,images_all/060_Q_084.jpg,060_Navigation_fragor_och_svar.txt,Vilket fel kan påverka VOR-navigation?
060 Navigation,85,062 02 03 05,images_all/060_Q_085.jpg,060_Navigation_fragor_och_svar.txt,Vad kan försämra VOR-mottagningen?
060 Navigation,86,062 02 04 01,images_all/060_Q_086.jpg,060_Navigation_fragor_och_svar.txt,Vad mäter DME?
060 Navigation,87,062 02 04 02,images_all/060_Q_087.jpg,060_Navigation_fragor_och_svar.txt,Vad visar DME för avstånd?
060 Navigation,88,062 02 04 03,images_all/060_Q_088.jpg,060_Navigation_fragor_och_svar.txt,Vad påverkar DME-räckvidd?
060 Navigation,89,062 02 04 04,images_all/060_Q_089.jpg,060_Navigation_fragor_och_svar.txt,Vad betyder slant range i DME-sammanhang?
060 Navigation,90,062 02 04 05,images_all/060_Q_090.jpg,060_Navigation_fragor_och_svar.txt,Vilken situation ger störst skillnad mellan DME och kartavstånd?
060 Navigation,91,062 03 02 01,images_all/060_Q_091.jpg,060_Navigation_fragor_och_svar.txt,Hur fungerar primärradar i grunden?
060 Navigation,92,062 03 02 02,images_all/060_Q_092.jpg,060_Navigation_fragor_och_svar.txt,Vilken begränsning har primärradar jämfört med sekundärradar?
060 Navigation,93,062 03 04 01,images_all/060_Q_093.jpg,060_Navigation_fragor_och_svar.txt,Vad är principen för sekundärradar?
060 Navigation,94,062 03 04 02,images_all/060_Q_094.jpg,060_Navigation_fragor_och_svar.txt,Vad gör Mode A?
060 Navigation,95,062 03 04 02,images_all/060_Q_095.jpg,060_Navigation_fragor_och_svar.txt,Vad gör Mode C?
060 Navigation,96,062 03 04 03,images_all/060_Q_096.jpg,060_Navigation_fragor_och_svar.txt,Vad innebär normalt SQUAWK IDENT?
060 Navigation,97,062 06 01 01,images_all/060_Q_097.jpg,060_Navigation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om GNSS-positionering?
060 Navigation,98,062 06 01 01,images_all/060_Q_098.jpg,060_Navigation_fragor_och_svar.txt,Vad är RAIM?
060 Navigation,99,062 06 01 02,images_all/060_Q_099.jpg,060_Navigation_fragor_och_svar.txt,Vad är viktigt vid operativt handhavande av GNSS?
060 Navigation,100,062 06 01 03,images_all/060_Q_100.jpg,060_Navigation_fragor_och_svar.txt,Vilken felkälla påverkar GNSS?
060 Navigation,101,060 IMG 01,images_all/060_Q_101.jpg,060_Navigation_bildfragor.txt,Vilka linjer i bilden används för longitud?
060 Navigation,102,060 IMG 02,images_all/060_Q_102.jpg,060_Navigation_bildfragor.txt,Vilken egenskap beskriver loxodromen bäst?
060 Navigation,103,060 IMG 03,images_all/060_Q_103.jpg,060_Navigation_bildfragor.txt,I bilden ligger MN öster om TN. Hur påverkas magnetisk kurs jämfört med sann kurs?
060 Navigation,104,060 IMG 04,images_all/060_Q_104.jpg,060_Navigation_bildfragor.txt,"Använd tabellen: TT 025, variation W12 och deviation +3. Vad blir CT?"
060 Navigation,105,060 IMG 05,images_all/060_Q_105.jpg,060_Navigation_bildfragor.txt,Vilken typ av bäring mäts från flygplanets längdaxel i bilden?
060 Navigation,106,060 IMG 06,images_all/060_Q_106.jpg,060_Navigation_bildfragor.txt,Vilket värde saknas i den maskerade gula rutan för 1 minut bågavstånd?
060 Navigation,107,060 IMG 07,images_all/060_Q_107.jpg,060_Navigation_bildfragor.txt,"Om Sverige har sommartid och lokal tid är 14:30, vad blir UTC?"
060 Navigation,108,060 IMG 08,images_all/060_Q_108.jpg,060_Navigation_bildfragor.txt,Vilken kompassregel hör till svängfel på nordlig respektive sydlig kurs?
090 Kommunikation,1,091 01 01 00,images_all/090_Q_001.jpg,090_Kommunikation_fragor_och_svar.txt,Vad är en radiostation i flygsammanhang?
090 Kommunikation,2,091 01 02 00,images_all/090_Q_002.jpg,090_Kommunikation_fragor_och_svar.txt,Vad omfattar ATS-tjänster?
090 Kommunikation,3,091 01 03 00,images_all/090_Q_003.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken Q-kod används för tryck som ger höjd över havet?
090 Kommunikation,4,091 01 03 00,images_all/090_Q_004.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken Q-kod anger magnetisk kurs till stationen?
090 Kommunikation,5,091 01 03 00,images_all/090_Q_005.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken Q-kod anger magnetisk bäring från stationen?
090 Kommunikation,6,091 01 04 00,images_all/090_Q_006.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken meddelandetyp har högst företräde?
090 Kommunikation,7,091 02 01 00,images_all/090_Q_007.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket ICAO-ord används för bokstaven A?
090 Kommunikation,8,091 02 01 00,images_all/090_Q_008.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket ICAO-ord används för bokstaven B?
090 Kommunikation,9,091 02 01 00,images_all/090_Q_009.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket ICAO-ord används för bokstaven C?
090 Kommunikation,10,091 02 02 00,images_all/090_Q_010.jpg,090_Kommunikation_fragor_och_svar.txt,Hur ska siffror sändas vid sämre förbindelse på svenska?
090 Kommunikation,11,091 02 02 00,images_all/090_Q_011.jpg,090_Kommunikation_fragor_och_svar.txt,Hur ska en frekvens normalt sändas?
090 Kommunikation,12,091 02 03 00,images_all/090_Q_012.jpg,090_Kommunikation_fragor_och_svar.txt,Hur anges tid i radiotrafik?
090 Kommunikation,13,091 02 04 00,images_all/090_Q_013.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om sändningsteknik?
090 Kommunikation,14,091 02 05 00,images_all/090_Q_014.jpg,090_Kommunikation_fragor_och_svar.txt,Vilka flygfaser omfattas av normal VFR-fraseologi?
090 Kommunikation,15,091 02 05 00,images_all/090_Q_015.jpg,090_Kommunikation_fragor_och_svar.txt,Vad bör en positionsrapport normalt innehålla?
090 Kommunikation,16,091 02 05 00,images_all/090_Q_016.jpg,090_Kommunikation_fragor_och_svar.txt,Vad ingår typiskt i en begäran om klarering?
090 Kommunikation,17,091 02 05 00,images_all/090_Q_017.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om motläsning av klarering?
090 Kommunikation,18,091 02 06 00,images_all/090_Q_018.jpg,090_Kommunikation_fragor_och_svar.txt,Hur upprättas radioförbindelse normalt?
090 Kommunikation,19,091 02 06 00,images_all/090_Q_019.jpg,090_Kommunikation_fragor_och_svar.txt,När får anropssignaler normalt förkortas?
090 Kommunikation,20,091 02 07 00,images_all/090_Q_020.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken fraseologi används typiskt vid frekvensskifte?
090 Kommunikation,21,091 02 08 00,images_all/090_Q_021.jpg,090_Kommunikation_fragor_och_svar.txt,Hur länge får provsändning enligt TSFS normalt pågå?
090 Kommunikation,22,091 02 08 00,images_all/090_Q_022.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder läslighet 5?
090 Kommunikation,23,091 02 09 00,images_all/090_Q_023.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken information ska normalt motläsas?
090 Kommunikation,24,091 03 01 00,images_all/090_Q_024.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om flygplatsväder?
090 Kommunikation,25,091 03 02 00,images_all/090_Q_025.jpg,090_Kommunikation_fragor_och_svar.txt,Vad är ATIS?
090 Kommunikation,26,091 03 02 00,images_all/090_Q_026.jpg,090_Kommunikation_fragor_och_svar.txt,Hur identifieras ATIS-uppdateringar?
090 Kommunikation,27,091 03 02 00,images_all/090_Q_027.jpg,090_Kommunikation_fragor_och_svar.txt,Vad är VOLMET?
090 Kommunikation,28,091 03 02 00,images_all/090_Q_028.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om SIGMET?
090 Kommunikation,29,091 04 01 00,images_all/090_Q_029.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken transponderkod används vid radiobortfall?
090 Kommunikation,30,091 04 01 00,images_all/090_Q_030.jpg,090_Kommunikation_fragor_och_svar.txt,Vad är blindsändning?
090 Kommunikation,31,091 04 01 00,images_all/090_Q_031.jpg,090_Kommunikation_fragor_och_svar.txt,Vad innebär blindsändning vid radioproblem?
090 Kommunikation,32,091 05 01 00,images_all/090_Q_032.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken signal föregår nödförbindelse?
090 Kommunikation,33,091 05 01 00,images_all/090_Q_033.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken transponderkod används vid nödtillfälle?
090 Kommunikation,34,091 05 01 00,images_all/090_Q_034.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken är internationell VHF-nödfrekvens?
090 Kommunikation,35,091 05 01 00,images_all/090_Q_035.jpg,090_Kommunikation_fragor_och_svar.txt,Hur definieras nödtillfälle?
090 Kommunikation,36,091 05 01 00,images_all/090_Q_036.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om nödmeddelande?
090 Kommunikation,37,091 05 01 00,images_all/090_Q_037.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken trafik har företräde framför all annan radiotrafik?
090 Kommunikation,38,091 05 02 00,images_all/090_Q_038.jpg,090_Kommunikation_fragor_och_svar.txt,Hur definieras iltillfälle?
090 Kommunikation,39,091 05 02 00,images_all/090_Q_039.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken signal föregår ilförbindelse?
090 Kommunikation,40,091 05 02 00,images_all/090_Q_040.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken signal används för ilmeddelande?
090 Kommunikation,41,091 06 01 00,images_all/090_Q_041.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket frekvensområde används typiskt för civil flygradio på VHF?
090 Kommunikation,42,091 06 01 00,images_all/090_Q_042.jpg,090_Kommunikation_fragor_och_svar.txt,Vad kännetecknar VHF-radiovågor?
090 Kommunikation,43,TSFS 2019:36 2:1,images_all/090_Q_043.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket alternativ är mest fullständigt korrekt om trafikdisciplin enligt TSFS?
090 Kommunikation,44,TSFS 2019:36 2:13,images_all/090_Q_044.jpg,090_Kommunikation_fragor_och_svar.txt,Vilket språk ska användas efter första anropet enligt TSFS?
090 Kommunikation,45,TSFS 2019:36 2:14,images_all/090_Q_045.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken svensk bokstavering anger TSFS för Å?
090 Kommunikation,46,TSFS 2019:36 2:14,images_all/090_Q_046.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken svensk bokstavering anger TSFS för Ä?
090 Kommunikation,47,TSFS 2019:36 2:14,images_all/090_Q_047.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken svensk bokstavering anger TSFS för Ö?
090 Kommunikation,48,TSFS 2019:36 2:26,images_all/090_Q_048.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken frekvens anges för interpilot air-to-air communication?
090 Kommunikation,49,TSFS 2019:36 2:5,images_all/090_Q_049.jpg,090_Kommunikation_fragor_och_svar.txt,När får andra anropet göras om ATS inte svarar?
090 Kommunikation,50,TSFS 2019:36 3:6,images_all/090_Q_050.jpg,090_Kommunikation_fragor_och_svar.txt,Hur anges höjd med standardinställning?
090 Kommunikation,51,TSFS 2019:36 4:100,images_all/090_Q_051.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder TRANSPONDERHÖJD TILL?
090 Kommunikation,52,TSFS 2019:36 4:106,images_all/090_Q_052.jpg,090_Kommunikation_fragor_och_svar.txt,Vad ska enligt TSFS alltid motläsas?
090 Kommunikation,53,TSFS 2019:36 4:15,images_all/090_Q_053.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken ordning ska en villkorlig klarering ha?
090 Kommunikation,54,TSFS 2019:36 4:17,images_all/090_Q_054.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder KVARLIGG FREKVENSEN?
090 Kommunikation,55,TSFS 2019:36 4:42,images_all/090_Q_055.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken fras används för att begära taxning?
090 Kommunikation,56,TSFS 2019:36 4:43,images_all/090_Q_056.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder HÅLL FÖRE BANA 21?
090 Kommunikation,57,TSFS 2019:36 4:46,images_all/090_Q_057.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken svensk fras motsvarar cleared for take-off?
090 Kommunikation,58,TSFS 2019:36 4:46,images_all/090_Q_058.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder AVBRYT STARTEN?
090 Kommunikation,59,TSFS 2019:36 4:52,images_all/090_Q_059.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken svensk fras motsvarar cleared to land?
090 Kommunikation,60,TSFS 2019:36 4:54,images_all/090_Q_060.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder GO AROUND på svenska?
090 Kommunikation,61,TSFS 2019:36 4:56,images_all/090_Q_061.jpg,090_Kommunikation_fragor_och_svar.txt,När får frasen HAR LÄMNAT BANAN användas?
090 Kommunikation,62,TSFS 2019:36 4:69,images_all/090_Q_062.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken fras kan ATS använda om radiobortfall misstänks?
090 Kommunikation,63,TSFS 2019:36 4:92,images_all/090_Q_063.jpg,090_Kommunikation_fragor_och_svar.txt,Vilken fras används för att instruera transponderkod?
090 Kommunikation,64,TSFS 2019:36 9:10,images_all/090_Q_064.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder FEW i molnrapportering?
090 Kommunikation,65,TSFS 2019:36 9:11,images_all/090_Q_065.jpg,090_Kommunikation_fragor_och_svar.txt,Hur ska CAVOK läsas enligt TSFS?
090 Kommunikation,66,TSFS 2019:36 9:14,images_all/090_Q_066.jpg,090_Kommunikation_fragor_och_svar.txt,Hur läses QNH på svenska enligt TSFS?
090 Kommunikation,67,TSFS 2019:36 9:16,images_all/090_Q_067.jpg,090_Kommunikation_fragor_och_svar.txt,Vad betyder NOSIG?
090 Kommunikation,68,TSFS 2019:36 9:6,images_all/090_Q_068.jpg,090_Kommunikation_fragor_och_svar.txt,Hur ska vinduppgift i väderuppläsning inledas?
